ENERGY,KIN-PROB,VIB-PROB,ROT-PROB
      930.00000,  .3638383816058E-03,  .0000000000000E+00,  .0000000000000E+00
      940.00000,  .4142117830536E-03,  .0000000000000E+00,  .0000000000000E+00
      950.00000,  .3091856554884E-03,  .0000000000000E+00,  .4922978571148E-07
      960.00000,  .3636831785451E-03,  .0000000000000E+00,  .0000000000000E+00
      970.00000,  .3351320066694E-03,  .0000000000000E+00,  .0000000000000E+00
      980.00000,  .3402878499412E-03,  .0000000000000E+00,  .0000000000000E+00
      990.00000,  .3114146707859E-03,  .0000000000000E+00,  .0000000000000E+00
     1000.00000,  .4228289190612E-03,  .0000000000000E+00,  .0000000000000E+00
     1010.00000,  .3689668148870E-03,  .0000000000000E+00,  .6892169999607E-06
     1020.00000,  .3436346638896E-03,  .0000000000000E+00,  .1022464780162E-05
     1030.00000,  .3495696782204E-03,  .0000000000000E+00,  .0000000000000E+00
     1040.00000,  .4146465860511E-03,  .0000000000000E+00,  .0000000000000E+00
     1050.00000,  .3594832586947E-03,  .0000000000000E+00,  .0000000000000E+00
     1060.00000,  .3734745561447E-03,  .0000000000000E+00,  .0000000000000E+00
     1070.00000,  .3523918252767E-03,  .0000000000000E+00,  .0000000000000E+00
     1080.00000,  .3530106839566E-03,  .0000000000000E+00,  .0000000000000E+00
     1090.00000,  .3766973639296E-03,  .0000000000000E+00,  .7005777197403E-06
     1100.00000,  .3699997387425E-03,  .0000000000000E+00,  .3786906593191E-07
     1110.00000,  .2988917613948E-03,  .0000000000000E+00,  .0000000000000E+00
     1120.00000,  .3396848000937E-03,  .0000000000000E+00,  .0000000000000E+00
     1130.00000,  .3208548578812E-03,  .0000000000000E+00,  .0000000000000E+00
     1140.00000,  .3123654548341E-03,  .0000000000000E+00,  .0000000000000E+00
     1150.00000,  .2926086221508E-03,  .0000000000000E+00,  .2802310878961E-06
     1160.00000,  .3208897214657E-03,  .0000000000000E+00,  .0000000000000E+00
     1170.00000,  .3392019695030E-03,  .0000000000000E+00,  .4127728186578E-06
     1180.00000,  .2993607968257E-03,  .0000000000000E+00,  .0000000000000E+00
     1190.00000,  .2491978091323E-03,  .0000000000000E+00,  .0000000000000E+00
     1200.00000,  .3253639816604E-03,  .0000000000000E+00,  .1401155439481E-05
     1210.00000,  .3562084560812E-03,  .0000000000000E+00,  .0000000000000E+00
     1220.00000,  .3087504918331E-03,  .0000000000000E+00,  .0000000000000E+00
     1230.00000,  .3235962476518E-03,  .0000000000000E+00,  .0000000000000E+00
     1240.00000,  .4034386348922E-03,  .0000000000000E+00,  .6437741208424E-06
     1250.00000,  .4173923337696E-03,  .0000000000000E+00,  .0000000000000E+00
     1260.00000,  .3537854369579E-03,  .0000000000000E+00,  .2650834615234E-07
     1270.00000,  .3637518537956E-03,  .0000000000000E+00,  .5680359889786E-07
     1280.00000,  .3081675186015E-03,  .0000000000000E+00,  .8255456373156E-06
     1290.00000,  .3550203592198E-03,  .0000000000000E+00,  .0000000000000E+00
     1300.00000,  .3264865890816E-03,  .0000000000000E+00,  .0000000000000E+00
     1310.00000,  .3626571071872E-03,  .0000000000000E+00,  .2082798626255E-06
     1320.00000,  .3048516911666E-03,  .0000000000000E+00,  .8899230493998E-06
     1330.00000,  .4109538411909E-03,  .0000000000000E+00,  .0000000000000E+00
     1340.00000,  .3065181705061E-03,  .0000000000000E+00,  .0000000000000E+00
     1350.00000,  .3203743415113E-03,  .0000000000000E+00,  .0000000000000E+00
     1360.00000,  .2926126194411E-03,  .0000000000000E+00,  .0000000000000E+00
     1370.00000,  .3444126327560E-03,  .0000000000000E+00,  .0000000000000E+00
     1380.00000,  .3307462579027E-03,  .0000000000000E+00,  .1075481472466E-05
     1390.00000,  .4593157941414E-03,  .0000000000000E+00,  .0000000000000E+00
     1400.00000,  .3308952095620E-03,  .0000000000000E+00,  .5112323900808E-06
     1410.00000,  .4122272636699E-03,  .0000000000000E+00,  .0000000000000E+00
     1420.00000,  .3604165207862E-03,  .0000000000000E+00,  .0000000000000E+00
     1430.00000,  .3603500094823E-03,  .0000000000000E+00,  .2196405824051E-05
     1440.00000,  .3476113065251E-03,  .0000000000000E+00,  .0000000000000E+00
     1450.00000,  .3813023325114E-03,  .0000000000000E+00,  .0000000000000E+00
     1460.00000,  .3478230727461E-03,  .0000000000000E+00,  .0000000000000E+00
     1470.00000,  .2851243422560E-03,  .0000000000000E+00,  .0000000000000E+00
     1480.00000,  .2949119930587E-03,  .0000000000000E+00,  .0000000000000E+00
     1490.00000,  .3563884844185E-03,  .0000000000000E+00,  .4771201759278E-06
     1500.00000,  .3465883909227E-03,  .0000000000000E+00,  .0000000000000E+00
     1510.00000,  .3181920313951E-03,  .0000000000000E+00,  .0000000000000E+00
     1520.00000,  .4054623457537E-03,  .0000000000000E+00,  .1014349980319E-05
     1530.00000,  .3621515551570E-03,  .0000000000000E+00,  .0000000000000E+00
     1540.00000,  .3453149383889E-03,  .0000000000000E+00,  .8608900988520E-06
     1550.00000,  .3675634053365E-03,  .0000000000000E+00,  .0000000000000E+00
     1560.00000,  .3495191861325E-03,  .0000000000000E+00,  .1378914876949E-05
     1570.00000,  .3515965748922E-03,  .0000000000000E+00,  .0000000000000E+00
     1580.00000,  .3136328062406E-03,  .0000000000000E+00,  .0000000000000E+00
     1590.00000,  .3634852976482E-03,  .0000000000000E+00,  .1062137134947E-05
     1600.00000,  .3203023602312E-03,  .0000000000000E+00,  .9466064290408E-06
     1610.00000,  .3510100251376E-03,  .0000000000000E+00,  .0000000000000E+00
     1620.00000,  .3103134623924E-03,  .0000000000000E+00,  .0000000000000E+00
     1630.00000,  .3329991667775E-03,  .0000000000000E+00,  .0000000000000E+00
     1640.00000,  .3686876958272E-03,  .0000000000000E+00,  .6335554840037E-07
     1650.00000,  .4153398604509E-03,  .0000000000000E+00,  .0000000000000E+00
     1660.00000,  .3109233346828E-03,  .0000000000000E+00,  .1721780197704E-05
     1670.00000,  .3069405608653E-03,  .0000000000000E+00,  .0000000000000E+00
     1680.00000,  .3086107068921E-03,  .0000000000000E+00,  .0000000000000E+00
     1690.00000,  .3388763857005E-03,  .0000000000000E+00,  .0000000000000E+00
     1700.00000,  .3230273400732E-03,  .0000000000000E+00,  .0000000000000E+00
     1710.00000,  .3270517999180E-03,  .0000000000000E+00,  .2124274269895E-05
     1720.00000,  .3902528365184E-03,  .0000000000000E+00,  .1226116201395E-05
     1730.00000,  .3710090094592E-03,  .0000000000000E+00,  .0000000000000E+00
     1740.00000,  .3399298069393E-03,  .0000000000000E+00,  .5175439010694E-07
     1750.00000,  .2846171372110E-03,  .0000000000000E+00,  .0000000000000E+00
     1760.00000,  .4127294195060E-03,  .0000000000000E+00,  .0000000000000E+00
     1770.00000,  .2770975429095E-03,  .0000000000000E+00,  .0000000000000E+00
     1780.00000,  .3963089717506E-03,  .0000000000000E+00,  .4066416365545E-06
     1790.00000,  .2925701519886E-03,  .0000000000000E+00,  .1737468810733E-05
     1800.00000,  .3635779566404E-03,  .0000000000000E+00,  .0000000000000E+00
     1810.00000,  .3188879806735E-03,  .0000000000000E+00,  .0000000000000E+00
     1820.00000,  .3314428984417E-03,  .0000000000000E+00,  .0000000000000E+00
     1830.00000,  .3465863471953E-03,  .0000000000000E+00,  .0000000000000E+00
     1840.00000,  .4063514272683E-03,  .0000000000000E+00,  .2432456335026E-05
     1850.00000,  .2975843769757E-03,  .0000000000000E+00,  .5360276118219E-06
     1860.00000,  .3412387241539E-03,  .0000000000000E+00,  .0000000000000E+00
     1870.00000,  .3619955105615E-03,  .0000000000000E+00,  .9981203806338E-06
     1880.00000,  .2888344888536E-03,  .0000000000000E+00,  .0000000000000E+00
     1890.00000,  .3825497876309E-03,  .0000000000000E+00,  .0000000000000E+00
     1900.00000,  .3668075267585E-03,  .0000000000000E+00,  .0000000000000E+00
     1910.00000,  .3853450957381E-03,  .0000000000000E+00,  .1238408620416E-05
     1920.00000,  .3813353627522E-03,  .0000000000000E+00,  .0000000000000E+00
     1930.00000,  .3262394182894E-03,  .0000000000000E+00,  .0000000000000E+00
     1940.00000,  .4079459854374E-03,  .0000000000000E+00,  .0000000000000E+00
     1950.00000,  .3292033639593E-03,  .0000000000000E+00,  .1578508898262E-05
     1960.00000,  .3874489627891E-03,  .0000000000000E+00,  .0000000000000E+00
     1970.00000,  .3264297253731E-03,  .0000000000000E+00,  .1072055223644E-05
     1980.00000,  .2670977952828E-03,  .0000000000000E+00,  .0000000000000E+00
     1990.00000,  .3341830259100E-03,  .0000000000000E+00,  .0000000000000E+00
     2000.00000,  .3816385256634E-03,  .0000000000000E+00,  .0000000000000E+00
     2010.00000,  .3366209221664E-03,  .0000000000000E+00,  .1707894873529E-05
     2020.00000,  .3225628429192E-03,  .0000000000000E+00,  .0000000000000E+00
     2030.00000,  .3253939162554E-03,  .0000000000000E+00,  .2476817240832E-05
     2040.00000,  .3173814530553E-03,  .0000000000000E+00,  .0000000000000E+00
     2050.00000,  .3446488034862E-03,  .0000000000000E+00,  .7023810085942E-07
     2060.00000,  .3010779485820E-03,  .0000000000000E+00,  .2107143025783E-05
     2070.00000,  .3193410569980E-03,  .0000000000000E+00,  .3157017796523E-05
     2080.00000,  .2845011256281E-03,  .0000000000000E+00,  .0000000000000E+00
     2090.00000,  .3051807913824E-03,  .0000000000000E+00,  .0000000000000E+00
     2100.00000,  .2969621521567E-03,  .0000000000000E+00,  .0000000000000E+00
     2110.00000,  .3723897276250E-03,  .0000000000000E+00,  .3327067935446E-07
     2120.00000,  .3563646509508E-03,  .0000000000000E+00,  .0000000000000E+00
     2130.00000,  .3223288060808E-03,  .0000000000000E+00,  .0000000000000E+00
     2140.00000,  .3389725310512E-03,  .0000000000000E+00,  .0000000000000E+00
     2150.00000,  .3568440252378E-03,  .0000000000000E+00,  .0000000000000E+00
     2160.00000,  .3511598183318E-03,  .0000000000000E+00,  .2698621769862E-06
     2170.00000,  .2934538236366E-03,  .0000000000000E+00,  .0000000000000E+00
     2180.00000,  .3129332503846E-03,  .0000000000000E+00,  .0000000000000E+00
     2190.00000,  .3256606827865E-03,  .0000000000000E+00,  .2432456335026E-05
     2200.00000,  .3339237129729E-03,  .0000000000000E+00,  .0000000000000E+00
     2210.00000,  .3671196159495E-03,  .0000000000000E+00,  .0000000000000E+00
     2220.00000,  .3579165913933E-03,  .0000000000000E+00,  .1940789629010E-05
     2230.00000,  .3433677470844E-03,  .0000000000000E+00,  .6654135870892E-07
     2240.00000,  .3407182048262E-03,  .0000000000000E+00,  .0000000000000E+00
     2250.00000,  .3805924077444E-03,  .0000000000000E+00,  .6838972978417E-06
     2260.00000,  .3266857322807E-03,  .0000000000000E+00,  .6025689705308E-06
     2270.00000,  .3423265281002E-03,  .0000000000000E+00,  .0000000000000E+00
     2280.00000,  .3340092790290E-03,  .0000000000000E+00,  .1962970081913E-05
     2290.00000,  .3193552128155E-03,  .0000000000000E+00,  .0000000000000E+00
     2300.00000,  .3267409429744E-03,  .0000000000000E+00,  .0000000000000E+00
     2310.00000,  .3093598231369E-03,  .0000000000000E+00,  .0000000000000E+00
     2320.00000,  .3337157637132E-03,  .0000000000000E+00,  .0000000000000E+00
     2330.00000,  .2759201455620E-03,  .0000000000000E+00,  .5175439010694E-07
     2340.00000,  .3716990679940E-03,  .0000000000000E+00,  .3881579258021E-05
     2350.00000,  .3180753886611E-03,  .0000000000000E+00,  .0000000000000E+00
     2360.00000,  .4047004562129E-03,  .0000000000000E+00,  .0000000000000E+00
     2370.00000,  .3425110947144E-03,  .0000000000000E+00,  .1760009921407E-05
     2380.00000,  .3455103547910E-03,  .0000000000000E+00,  .3652020586919E-05
     2390.00000,  .2852020339508E-03,  .0000000000000E+00,  .4029689382554E-05
     2400.00000,  .3411948741799E-03,  .0000000000000E+00,  .0000000000000E+00
     2410.00000,  .3009109940889E-03,  .0000000000000E+00,  .0000000000000E+00
     2420.00000,  .2954322418930E-03,  .0000000000000E+00,  .3131350985170E-05
     2430.00000,  .3047733382659E-03,  .0000000000000E+00,  .0000000000000E+00
     2440.00000,  .3266767759461E-03,  .0000000000000E+00,  .0000000000000E+00
     2450.00000,  .2884645140904E-03,  .0000000000000E+00,  .0000000000000E+00
     2460.00000,  .3449072448338E-03,  .0000000000000E+00,  .9818907809487E-06
     2470.00000,  .3384659872121E-03,  .0000000000000E+00,  .0000000000000E+00
     2480.00000,  .3168658026075E-03,  .0000000000000E+00,  .0000000000000E+00
     2490.00000,  .3067930818919E-03,  .0000000000000E+00,  .0000000000000E+00
     2500.00000,  .3026885560219E-03,  .0000000000000E+00,  .2392904199497E-05
     2510.00000,  .3853464782596E-03,  .0000000000000E+00,  .7636928296268E-07
     2520.00000,  .3810546808421E-03,  .0000000000000E+00,  .0000000000000E+00
     2530.00000,  .2968544958121E-03,  .0000000000000E+00,  .0000000000000E+00
     2540.00000,  .3512431603316E-03,  .0000000000000E+00,  .2265622061226E-05
     2550.00000,  .3381039168651E-03,  .0000000000000E+00,  .0000000000000E+00
     2560.00000,  .3295365516298E-03,  .0000000000000E+00,  .0000000000000E+00
     2570.00000,  .2571518758284E-03,  .0000000000000E+00,  .1778313303274E-05
     2580.00000,  .3160614456142E-03,  .0000000000000E+00,  .6545938539658E-07
     2590.00000,  .3383485931077E-03,  .0000000000000E+00,  .0000000000000E+00
     2600.00000,  .2956720192010E-03,  .0000000000000E+00,  .1680124225179E-05
     2610.00000,  .3226726331556E-03,  .0000000000000E+00,  .0000000000000E+00
     2620.00000,  .3196334602857E-03,  .0000000000000E+00,  .0000000000000E+00
     2630.00000,  .4285080467036E-03,  .0000000000000E+00,  .5309483482167E-06
     2640.00000,  .3103365144350E-03,  .0000000000000E+00,  .0000000000000E+00
     2650.00000,  .2814240235826E-03,  .0000000000000E+00,  .0000000000000E+00
     2660.00000,  .2566676026066E-03,  .0000000000000E+00,  .4531244122452E-05
     2670.00000,  .2943411920268E-03,  .0000000000000E+00,  .0000000000000E+00
     2680.00000,  .3166997197041E-03,  .0000000000000E+00,  .0000000000000E+00
     2690.00000,  .3828854397962E-03,  .0000000000000E+00,  .5138561753632E-05
     2700.00000,  .3613443429564E-03,  .0000000000000E+00,  .3818464148134E-05
     2710.00000,  .3630203196172E-03,  .0000000000000E+00,  .0000000000000E+00
     2720.00000,  .3004869507150E-03,  .0000000000000E+00,  .2003784519640E-05
     2730.00000,  .3632440777091E-03,  .0000000000000E+00,  .0000000000000E+00
     2740.00000,  .2891714934856E-03,  .0000000000000E+00,  .0000000000000E+00
     2750.00000,  .3729225093169E-03,  .0000000000000E+00,  .2800207041965E-05
     2760.00000,  .3346917336957E-03,  .0000000000000E+00,  .0000000000000E+00
     2770.00000,  .3268149078723E-03,  .0000000000000E+00,  .0000000000000E+00
     2780.00000,  .3467264627393E-03,  .0000000000000E+00,  .2392904199497E-05
     2790.00000,  .2902500706039E-03,  .0000000000000E+00,  .0000000000000E+00
     2800.00000,  .4191583245991E-03,  .0000000000000E+00,  .5531318066011E-05
     2810.00000,  .3282253201945E-03,  .0000000000000E+00,  .0000000000000E+00
     2820.00000,  .2840405656548E-03,  .0000000000000E+00,  .0000000000000E+00
     2830.00000,  .3289316984934E-03,  .0000000000000E+00,  .0000000000000E+00
     2840.00000,  .3486253559572E-03,  .0000000000000E+00,  .1316460972976E-05
     2850.00000,  .2847589358246E-03,  .0000000000000E+00,  .0000000000000E+00
     2860.00000,  .3500155413895E-03,  .0000000000000E+00,  .2392904199497E-05
     2870.00000,  .3508264503323E-03,  .0000000000000E+00,  .0000000000000E+00
     2880.00000,  .3110963001387E-03,  .0000000000000E+00,  .0000000000000E+00
     2890.00000,  .3057984478697E-03,  .0000000000000E+00,  .0000000000000E+00
     2900.00000,  .3146188445859E-03,  .0000000000000E+00,  .0000000000000E+00
     2910.00000,  .3924900868350E-03,  .0000000000000E+00,  .7356907592072E-05
     2920.00000,  .2734542081639E-03,  .0000000000000E+00,  .0000000000000E+00
     2930.00000,  .3705654304560E-03,  .0000000000000E+00,  .0000000000000E+00
     2940.00000,  .2856325391098E-03,  .0000000000000E+00,  .0000000000000E+00
     2950.00000,  .2764315582809E-03,  .0000000000000E+00,  .0000000000000E+00
     2960.00000,  .3343276496761E-03,  .0000000000000E+00,  .0000000000000E+00
     2970.00000,  .3271006389912E-03,  .0000000000000E+00,  .0000000000000E+00
     2980.00000,  .3454391849909E-03,  .0000000000000E+00,  .0000000000000E+00
     2990.00000,  .3365226128691E-03,  .0000000000000E+00,  .0000000000000E+00
     3000.00000,  .2741431546705E-03,  .0000000000000E+00,  .0000000000000E+00
     3010.00000,  .2910039054545E-03,  .0000000000000E+00,  .3189326721822E-05
     3020.00000,  .3367937974579E-03,  .0000000000000E+00,  .4531244122452E-05
     3030.00000,  .3084769930236E-03,  .0000000000000E+00,  .5244024096771E-05
     3040.00000,  .3464886389942E-03,  .0000000000000E+00,  .3556626606548E-05
     3050.00000,  .2367342880541E-03,  .0000000000000E+00,  .0000000000000E+00
     3060.00000,  .3115117778907E-03,  .0000000000000E+00,  .0000000000000E+00
     3070.00000,  .3294698900519E-03,  .0000000000000E+00,  .2956582240412E-05
     3080.00000,  .3731188574183E-03,  .0000000000000E+00,  .0000000000000E+00
     3090.00000,  .3127529214992E-03,  .0000000000000E+00,  .0000000000000E+00
     3100.00000,  .3330168991179E-03,  .0000000000000E+00,  .0000000000000E+00
     3110.00000,  .3468676302017E-03,  .0000000000000E+00,  .0000000000000E+00
     3120.00000,  .3493080210077E-03,  .0000000000000E+00,  .0000000000000E+00
     3130.00000,  .3022141407792E-03,  .0000000000000E+00,  .0000000000000E+00
     3140.00000,  .4282185587329E-03,  .0000000000000E+00,  .1763766773186E-05
     3150.00000,  .3438886571247E-03,  .0000000000000E+00,  .0000000000000E+00
     3160.00000,  .2893648661604E-03,  .0000000000000E+00,  .3163870294168E-05
     3170.00000,  .2963073779738E-03,  .0000000000000E+00,  .1054623431389E-06
     3180.00000,  .3283826270922E-03,  .0000000000000E+00,  .0000000000000E+00
     3190.00000,  .3666448701039E-03,  .0000000000000E+00,  .5913164480825E-05
     3200.00000,  .2958189271329E-03,  .0000000000000E+00,  .0000000000000E+00
     3210.00000,  .3113337932808E-03,  .0000000000000E+00,  .0000000000000E+00
     3220.00000,  .3465691257868E-03,  .0000000000000E+00,  .1585571779606E-05
     3230.00000,  .2543313817868E-03,  .0000000000000E+00,  .0000000000000E+00
     3240.00000,  .3325831179841E-03,  .0000000000000E+00,  .0000000000000E+00
     3250.00000,  .3261151115777E-03,  .0000000000000E+00,  .0000000000000E+00
     3260.00000,  .3292518724294E-03,  .0000000000000E+00,  .3527533546371E-05
     3270.00000,  .3826041868446E-03,  .0000000000000E+00,  .4695764175557E-05
     3280.00000,  .3425269636563E-03,  .0000000000000E+00,  .0000000000000E+00
     3290.00000,  .2772143359176E-03,  .0000000000000E+00,  .3866251302762E-05
     3300.00000,  .3322847337884E-03,  .0000000000000E+00,  .0000000000000E+00
     3310.00000,  .3565082829080E-03,  .0000000000000E+00,  .2181979513219E-05
     3320.00000,  .3524651590235E-03,  .0000000000000E+00,  .2953787142689E-05
     3330.00000,  .2748845167732E-03,  .0000000000000E+00,  .6563971428197E-06
     3340.00000,  .3581252319137E-03,  .0000000000000E+00,  .1435417927705E-05
     3350.00000,  .2669774257518E-03,  .0000000000000E+00,  .0000000000000E+00
     3360.00000,  .3128157961706E-03,  .0000000000000E+00,  .0000000000000E+00
     3370.00000,  .3551794694064E-03,  .0000000000000E+00,  .0000000000000E+00
     3380.00000,  .4087669927977E-03,  .0000000000000E+00,  .5200685054649E-05
     3390.00000,  .2853552834485E-03,  .0000000000000E+00,  .3516413265106E-05
     3400.00000,  .2631806912343E-03,  .0000000000000E+00,  .0000000000000E+00
     3410.00000,  .2703172970381E-03,  .0000000000000E+00,  .0000000000000E+00
     3420.00000,  .3957989716079E-03,  .0000000000000E+00,  .1695091522666E-05
     3430.00000,  .2622537105990E-03,  .0000000000000E+00,  .0000000000000E+00
     3440.00000,  .3494098166635E-03,  .0000000000000E+00,  .7447582966608E-05
     3450.00000,  .2794408867203E-03,  .0000000000000E+00,  .2373128131733E-05
     3460.00000,  .3034997655128E-03,  .0000000000000E+00,  .0000000000000E+00
     3470.00000,  .3025184157185E-03,  .0000000000000E+00,  .0000000000000E+00
     3480.00000,  .3442897987302E-03,  .0000000000000E+00,  .0000000000000E+00
     3490.00000,  .2982042575192E-03,  .0000000000000E+00,  .0000000000000E+00
